_label_potential_skill_phrase	Umfassendes Wissen über transversale Aspekte im Zusammenhang mit der Integration von Flugzeug- und Kampfsystemen
_label_potential_skill_phrase	Abgeschlossenes Studium der Fachrichtung Informatik, Elektrotechnik oder vergleichbar
_label_potential_skill_phrase	Du setzt ein Projekt-Controlling für alle laufenden Bereichsprojekte auf und hast das definierte Timing und Budget (Ressourcen) im Griff
_label_paragraph_separator	Venture Architect (m/w/d)
_label_do_not_consider	Triff deine Kolleg*innen in unseren Social Spaces, zieh dich für ungestörtes Arbeiten in unseren Bibliotheken zurück oder arbeite auch mal draußen in der Sonne – WLAN auf dem ganzen Campus und New Work machen es möglich.
_label_job_title	Experte in der Beratung (m/w/d) Transition Architect Elektrik/Elektronik, MB.OS
_label_do_not_consider	Gesundheitscheck
_label_potential_skill_phrase	stakeholdergerechten Aufbereitung und Präsentation der oben genannten Ergebnisse
_label_potential_skill_phrase	IT Project Management in a complex international banking context
_label_potential_skill_phrase	Nachverfolgung und Dokumentation im Rahmen eines Ticketsystems
_label_potential_skill_phrase	Du beherrschst die Programmiersprachen Java und/ oder C# und entwickelst einsatzfähige Applikationen.
_label_job_title	C#-Softwareentwickler (m/w/d)
_label_potential_skill_phrase	Sehr gute Kenntnisse in der hardwarenahen C/C++-Programmierung sowie in gängigen Design Patterns der Embedded-Software-Entwicklung und der Echtzeit-Programmierung von Mikrocontrollern
_label_do_not_consider	günstiges Jobticket
_label_potential_skill_phrase	Sie bereiten Ad-Hoc-Analysen auf und stellen diese Reports den relevanten Stakeholdern zur Verfügung.
_label_potential_skill_phrase	Von der Anforderungsdefinition über das Lösungsdesign, die Implementierung bis hin zur Inbetriebnahme und Dokumentation bist du verantwortlich für den gesamten Supply Chain Prozess.
_label_potential_skill_phrase	Sie motivieren das Produkt­team gemein­sam kunden­orien­tierte Lösungen zu ent­wickeln und bauen eine markt­gerechte Produkt­vision auf
_label_do_not_consider	Was wir bieten
_label_do_not_consider	Wir sind ein Schwer­punkt­kranken­haus mit 530 Betten in 17 Fachabteilungen und 23 tages­klinischen Behandlungs­plätzen, Lehr­kranken­haus der Friedrich-Alexander-Universität Erlangen-Nürnberg. Mit mehr als 2.000 Mitarbeitern im Gesamt­unter­nehmen behandeln wir jährlich mehr als 26.000 stationäre und 48.000 ambulante Patienten. In Kooperation mit der Klinik für Neugeborene, Kinder- und Jugend­medizin des Klinikums Nürnberg betreiben wir eine Kinder­station mit 10 Betten.
_label_potential_skill_phrase	Konzeption, Entwicklung und Umsetzung von Java-Anwendungen
_label_potential_skill_phrase	Sie leiten Requirement Workshops, Entscheidungsmeetings und gemeinsame Sitzungen, um Geschäftsanforderungen zu sammeln und zu strukturieren.
_label_job_title	Embedded Softwareentwickler (m/w/d)
_label_potential_skill_phrase	Sie installieren, konfigurieren und betreuen aktiv Hard- und Software (z.B. Microsoft Netzwerke, Exchange, MS SQL, Windows Active Directory)
_label_potential_skill_phrase	Sie sind zentraler technischer Ansprechpartner für die von Ihnen betreuten Anwendungen wie das Datenqualitätsmanagement, den Marketing-Abfrageclient sowie unserer Berichtsplattform OSPlus-Report
_label_potential_skill_phrase	Sie beraten die Fachabteilungen, analysieren deren Anforderungen, erarbeiten geeignete Lösungen und sorgen für eine geplante und koordinierte Umsetzung
_label_do_not_consider	Verhandlungsgeschick und ein guter schriftlicher Ausdruck in deutscher und englischer Sprache gehören zu Ihren Stärken.
_label_paragraph_separator	technik.mensch.leidenschaft - bei uns steht der Mensch im Mittelpunkt.
_label_do_not_consider	Urlaubs- und Weihnachtsgeld
_label_do_not_consider	Frankfurt, Stuttgart, Köln
_label_do_not_consider	Wasser & Kaffee „solange das Auge reicht“, häufig auch mal Kuchen oder Obst
_label_potential_skill_phrase	Du besitzt fundierte Erfahrungen in der Softwareentwicklung mit Spring(-boot), Hibernate, JavaScript, Angular, Jenkins, GitLab und Eclipse oder IntelliJ Idea. Dein Arbeitsumfeld hast du proaktiv und konstruktiv gestaltet und dabei qualitäts- und verantwortungsbewusst agiert.
_label_do_not_consider	Engel & Völkersist seit über 40 Jahren eines der führenden Immobilienunternehmen der Welt. Was 1977 mit einem kleinen Büro in Hamburg begann, hat sich heute zu einer global erfolgreichenMarkenfamiliemit mehr als 13.000 Immobilienexperten an über 800 Standorten weltweit entwickelt. Unsere Vision, gemeinsam weiter zu wachsen und die individuellen Wünsche unserer Kunden mit erstklassigen Dienstleistungen und höchster Beratungskompetenz zu verbinden, ist seit jeher geprägt von3 Werten: Kompetenz, Exklusivität und Leidenschaft! Diese Werte füllen wir täglich aufs Neue mit Leben. In unserem Headquarter im Herzen der Hamburger Hafencity halten wir mit rund350 Kollegendafür alle Fäden zusammen und stehen im ständigen Austausch mit der ganzen Welt.Findest du dich darin wieder? Dann freuen wir uns, dich kennenzulernen. Zur Unterstützung unseresService Desks TeamsderTechnology GmbHimHamburgerHeadquartersuchen wir dichab sofort für 20 Stunden/Wocheals Werkstudent Service Desk Agent (w/m/d).
_label_potential_skill_phrase	Patch-/Releasemanagement der Infrastruktur (Cloudplattform, Virtualisierung, Basisinfrastruktur)
_label_potential_skill_phrase	Fließende Deutschkenntnisse sowie ein Führerschein der Klasse B
_label_do_not_consider	Gute Work-Life-Balance sowie Vereinbarkeit von Beruf und Familie durch hohe Flexibilität (z. B. Homeoffice, flexible Arbeitszeiten ohne Kernarbeitszeiten, Option auf Teilzeitarbeit)
_label_potential_skill_phrase	Erfolgreich abgeschlossene Informatik-Ausbildung oder entsprechendes Studium
_label_potential_skill_phrase	Einsatz von Cloud Diensten oder Managed Services
_label_potential_skill_phrase	Abgeschlossenes Wirtschaftsinformatik- oder Marketingstudium, möglichst mit Schwerpunkt E-Commerce, bzw. eine vergleichbare Qualifikation
_label_paragraph_separator	NATURSTROM AG
_label_potential_skill_phrase	Dazu kennen Sie sich mit Datenbanksystemen (z.B. SQL-Server) aus.
_label_potential_skill_phrase	Erfahrung mit CI/CD Lösungen (z. B. Azure DevOps Server)
_label_potential_skill_phrase	You bring excellent problem-solving and multitasking skills, and have a logical and pragmatic attitude
_label_potential_skill_phrase	Langjährige Berufserfahrung in den Bereichen Finance / Controlling
_label_potential_skill_phrase	Das ist Ihre neue Aufgabe
_label_potential_skill_phrase	Confer with other engineers on regular basis to achieve highest software quality
_label_do_not_consider	Interessiert? Jetztonlinebewerben! Ein Anschreiben ist dafür nicht erforderlich, gegebenenfalls stellen wir ein paar jobspezifische Fragen in unserem Bewerbungsformular.Referenznummer C-TIVS02323710· Weitere Fragen beantwortet Dir gerne Dein direkter Kontakt aus dem Personalbereich: Simone Römer-Wied,s.roemer-wied@enbw.com.Bewerben in Zeiten von Corona: Wir führen derzeit unsere Bewerbungsgespräche per Telefon- oder Videokonferenzen. Auch ein Onboarding im Homeoffice ist bei uns möglich, mit vielen Online-Angeboten.
_label_job_title	(Junior) Java Software Developer (m/w/d)
_label_paragraph_separator	IT-Projektmanager für den Bereich Digitalisierung (m/w/d)
_label_do_not_consider	Agiles und innovatives Marktumfeld
_label_do_not_consider	Software Entwickler (m/w/d) - Bildverarbeitung / Machine Learning
_label_paragraph_separator	Wir sind ein Spezialdienstleister für Eigentümer von Zinshäusern in Hamburg. Als Berater, Makler und Verwalter bieten wir Grundeigentümern maßgeschneiderte Lösungen, um deren Immobilieninvestment zu optimieren.
_label_potential_skill_phrase	Du arbeitest Standortübergreifend mit internen und externen Entwicklungs- und Testteams
_label_potential_skill_phrase	Sie definieren Geschäftsabläufe und übernehmen Verantwortung für Ihr Thema.
_label_do_not_consider	Eine flache Hierarchie mit kurzen Entscheidungswegen
_label_do_not_consider	Nina Pfeffer / Lea SimonAuf dem Langloos 1055270 Klein-Winternheim
_label_potential_skill_phrase	Studium der Fachrichtung: Informatik oder Wirtschafts­informatik
_label_potential_skill_phrase	Aktive Mitarbeit in agilen Softwareentwicklungsprozessen sowie klassischenV-Modell Abläufen
_label_paragraph_separator	Senior Consultant (m/w/d) ERP Architekturen
_label_potential_skill_phrase	Gute Kenntnisse in Java sowie weiteren Web Technologien (Javascript, Typescript, CSS, HTML5)
_label_do_not_consider	Langfristige Perspektive mit spannendenAufgabenWir bieten Ihnen Entwicklungsmöglichkeiten zum Architekten, Spezialisten und Experten sowie zum Teamleiter.
_label_do_not_consider	Vielfältige Möglichkeiten zur Weiterqualifizierung
_label_potential_skill_phrase	USER-Management (Active Directory, TK, Fax, Mail, Citrix, Mobility, Backup- und Recovery, u. w.)
_label_potential_skill_phrase	Als zentrale Kommunikationsschnittstelle zum Kunden für technische Fragen übernehmen Sie Verantwortung für die Systemintegration unserer Analysegeräte
_label_potential_skill_phrase	Einführung und Optimierung von SAP Lösungen und eigener SAP Add-Ons im Bereich Transportation
_label_paragraph_separator	Wir sind die Novitas BKK: Fast 380.000 Menschen verlassen sich auf unsere rund 930 Beschäftigten an 26 Standorten. Wir entwickeln uns in einem lebendigen Prozess zur fürsorglichsten Krankenkasse. An diesem Prozess wirken Sie durch Ihre Mitarbeit aktiv mit!
_label_potential_skill_phrase	Erfahrungen und Kenntnisse in und über die Methoden und Instrumente des IT Projektmanagements
_label_job_title	Absolventen (m/w/d) der Physik, Mathematik oder Informatik als Trainee zum Data Scientist (Microsoft SQL Server)
_label_do_not_consider	Ein jährlicher Gesundheitszuschuss von 150,- EUR unterstützt u. a. Ihre Mitgliedschaft im Sportverein, in einem Fitnessstudio oder Ihren Fahrradkauf.
_label_do_not_consider	Kostenfreie Firmenparkplätze und eine gute Anbindung an öffentliche Verkehrsmittel
_label_potential_skill_phrase	Sehr hohe Eigeninitiative und Lösungsorientierung
_label_potential_skill_phrase	Testberichte erstellen, prüfen und freigeben
_label_potential_skill_phrase	Ausgeprägte Problemlösungsfähigkeiten und Schwerpunkt auf kontinuierlicher Verbesserung und Innovation
_label_potential_skill_phrase	Leitung von Arbeitspaketen im Projekt der Zukunft mit Vertiefung in den digitalen Vertrieb und Retail
_label_do_not_consider	StandortElsenheimerstr. 3380687 MünchenODERBahnhofstraße 4594209 Regenab sofort
_label_job_title	Ausbildung Fachinformatiker* für Anwendungsentwicklung
_label_do_not_consider	Sie erleben eine offene und dynamische Unternehmenskultur mit flachen Hierarchien in der Vielfalt gelebt wird
_label_potential_skill_phrase	Ausgewiesene fachliche Kenntnisse und praktische Erfahrung in mehreren der folgenden BereicheDiGA (z. B. Medical Apps)Medizin, eHealth, TelemedizinMedizinproduktesicherheit und -regulationGesundheitsökonomie, Health Technology AssessmentKlinische Studien, Studienplanung und -designDatenschutz, DatensicherheitInteroperabilitätUsability, Software-Ergonomie
_label_potential_skill_phrase	Einbindung von Cloud Lösungen / Datenplattformen in die Service Strukturen der Unternehmen
_label_potential_skill_phrase	Du lässt bei Schwierigkeiten nicht gleich locker und suchst nach Lösungen – allein und mit dem Team
_label_job_title	Junior Testingenieur (m/w/d) Medizintechnik
_label_potential_skill_phrase	Verantwortung für die Projektkommunikation und -dokumentation im Rahmen des gesamten Projektlebenszyklus
_label_potential_skill_phrase	Unser Hauptsitz ist in Schwentinental bei Kiel, darüber hinaus haben wir weitere Standorte in Berlin, Bochum, Dresden, Erfurt, Greifswald, Hamburg und Jena. Wir leben offene Strukturen, die ein vernetztes Arbeiten auch an verteilten Standorten unterstützen und ermöglichen.Diese Stelle besetzen wir an unserem Hauptsitz inSchwentinentalbeiKiel.
_label_potential_skill_phrase	Verständnis für die Theorie und Praxis des Supply Chain / Warehouse Managements
_label_potential_skill_phrase	Ihre Verantwortungsbereiche
_label_potential_skill_phrase	Begleiten von Workshops mit Dienstleistern und Fachbereichen
_label_do_not_consider	www.roehm.com
_label_do_not_consider	Bewerbungen von Frauen begrüßen wir besonders.
_label_do_not_consider	Region Norddeutschland
_label_do_not_consider	Bitte denke bei Deiner Bewerbung auch daran, Deinen Gehaltswunsch und den frühestmöglichen Einstellungstermin anzugeben.
_label_potential_skill_phrase	mehrjährige relevante Projektleitungserfahrung
_label_potential_skill_phrase	Praktische und methodische Erfahrung im Projektmanagement und in der Durchführung von Sicherheitsanalysen
_label_potential_skill_phrase	Kenntnisse aus dem militärischen Umfeld
_label_potential_skill_phrase	Flexibilität und ein hohes Mass an Einsatzbereitschaft
_label_paragraph_separator	Software Engineer - Webentwicklung (m/w/d)
_label_potential_skill_phrase	werteorientierter, partnerschaftlicher Führungsstil
_label_do_not_consider	Du hast Fragen zu unserem Bewerbungsprozess und Interesse an weiteren Informationen zu der Stelle? Dann wende dich bitte an den zuständigen Recruiter.​
_label_potential_skill_phrase	Mindestens 5–8 Jahre Erfahrung in der Arbeit mit Softwarelizenzverträgen und Softwarelizenzierungen gängiger Hersteller (z. B. Adobe, Citrix, IBM, Microsoft, Oracle, VMware)
_label_job_title	Full Stack Entwickler (m/w/d) Mobile Services
_label_do_not_consider	Zeigen Sie uns, was versichern wirklich heißt:www.ergo.com/karriere
_label_do_not_consider	Dienstfahrrad
_label_potential_skill_phrase	Durchführung von System-Updates in Abstimmung mit unseren Kunden (Oracle Datenbanken, Orbis® Krankenhaus-Informationssystem, medizinische Softwareprodukte, etc.)
_label_do_not_consider	Neben einem interessanten und abwechslungsreichen Aufgabenfeld und einem attraktiven Gehalt bieten wir folgende Benefits:
_label_potential_skill_phrase	Bereitschaft zur Übernahme von Verantwortung sowie selbstständiges Arbeiten
_label_do_not_consider	Arbeitsatmosphäre: Offen, freundlich, tolerant
_label_do_not_consider	#UPLIFTYOURFUTURE
_label_paragraph_separator	DevOps Engineer Monitoring Systems (m/w/d)
_label_potential_skill_phrase	Sie haben einen (Fach-)Hochschulabschluss in Informatik oder Wirtschaftsinformatik
_label_paragraph_separator	Die RHEINZINK GmbH & Co. KG ist ein international tätiges Unternehmen des Grillo-Konzerns.
_label_potential_skill_phrase	Analyse wirtschaftlicher Aspekte der IT
_label_paragraph_separator	Softwareentwickler C/C++ (m/w/d)
_label_do_not_consider	Neben einer angenehmen Arbeitsatmosphäre finden Sie bei uns umfassende Lern- und Entwicklungsmöglichkeiten in einem internationalen Umfeld.
_label_potential_skill_phrase	Enge Zusammenarbeit mit unseren Abteilungen Architektur, BIM und Tragwerksplanung sowie der zentralen Bauphysik-Abteilung in Berlin.
_label_potential_skill_phrase	Außerdem verfügen Sie bereits über praktische Erfahrung im Identity & Access Management.
_label_potential_skill_phrase	Netzwerk-Konfiguration, Protokolle und Routing
_label_do_not_consider	Wir schätzen Eigeninitiative sowie Engagement und legen Wert auf vertrauensvolle Zusammenarbeit sowohl im Team als auch mit unseren Partnern und Kunden.
_label_potential_skill_phrase	Erfahrung mit Web-Technologien (CSS, SASS, HTML 5)
_label_potential_skill_phrase	Mind. fünf Jahre Erfahrung als Project Manager im SW-Projektmanagement, vorzugsweise im GMP Umfeld
_label_potential_skill_phrase	Spaß an Kommunikation im Team und mit dem Kunden
_label_potential_skill_phrase	Analyse und Strukturierung von Projektanforderungen und Geschäftsprozessen gemeinsam mit unseren Kunden
_label_potential_skill_phrase	Technische Betreuung und Weiterentwicklung unserer Webshops mit Shopware
_label_potential_skill_phrase	Überdurchschnittliche Einsatzbereitschaft und Lernbereitschaft
_label_potential_skill_phrase	Qualifizierung im Projektmanagement
_label_do_not_consider	Die Service Unit „Workplace Service Development“ verantwortet die technische Service Architektur sowie die spezifischen Prozesse für diverse User Services rund um den Arbeitsplatz. Der Bereich Back Office treibt die Serviceentwicklung rund um das System & Software Management und zeichnet sich durch eine hohe Verlässlichkeit sowie schnelle Bereitstellung aus. Die BWI verwendet das Geräteverwaltungstool Tool Configuration Manager (Current Branch) sowie die Orchestrierungsplattform System Center Orchestrator von Microsoft. Für die Entwicklung des System Managements werden im System Management Platform Service Vorgaben, Infrastrukturen und Automatisierungen designt, entwickelt und bereitgestellt, die als Grundlage für die weiteren Serviceerbringungen des Arbeitsplatzes dienen.
_label_do_not_consider	Senior Softwareentwickler Java m/w/d
_label_potential_skill_phrase	Mitwirken bei der Erstellung von Software-Security-Architekturen
_label_potential_skill_phrase	Fähigkeit, mit minimaler Aufsicht in einer verteilten Teamumgebung zu arbeiten und eine eigene Arbeitsrichtung festzulegen, um die Teamziele zu erreichen
_label_potential_skill_phrase	Gu­te Kennt­nis­se in C# / .NET so­wie zu Big Da­ta Ar­chi­tek­tu­ren, Such­ver­fah­ren und bei der Da­ten­ana­ly­se
_label_potential_skill_phrase	Dabei sind Sie Teil unseres 2nd- und 3rd-Level-Supports in allen Fragen zum Bereich Server Virtualisierung.
_label_do_not_consider	SOFTWARE-ENTWICKLER STEUERUNGSTECHNIK (M/W/D)
_label_do_not_consider	Ein attraktives Vergütungspaket sowie Weiterbildungs- und Entwicklungsangebote
_label_potential_skill_phrase	Sie entwickeln und implementieren neue Softwarekomponenten für unsere Plattform dbDSM, die auf DocBridge Mill und Pilot basiert und unsere Druck- und digitalen Ausgabekanäle steuert.
_label_potential_skill_phrase	Du erarbeitest eigenverantwortlich spezifische Anforderungen zur (Weiter-) Entwicklung unserer hauseigenen Software in Zusammenarbeit mit dem internen Projektmanagement sowie Fachbereichen
_label_potential_skill_phrase	Fähigkeit, die finanziellen Auswirkungen von Lösungsarchitekturalternativen abzuschätzen und zu präsentieren
_label_do_not_consider	Weitere Informationen zu unserem Unternehmen und zum Team finden Sie unterwww.hsag.infoim Bereich Karriere.
_label_potential_skill_phrase	Projekterfahrung im agilen Umfeld von Vorteil
_label_do_not_consider	Zusammenarbeit mit erfahrenen Managern und regelmäßiges, individuelles Feedback und damit die Möglichkeit, über dich hinaus zu wachsen
_label_potential_skill_phrase	Gute Kenntnisse im Bereich IT-Security sowie persönliches Interesse zur Erschließung neuen Wissens
_label_paragraph_separator	Software Campus: Software Architect / Project Lead (m/f/div.)
_label_potential_skill_phrase	Sie haben Spaß daran sich und die Zusammenarbeit unserer Teams weiterzuentwickeln und setzen sich dafür eigenständig mit neuen Technologien und Methoden auseinander
_label_do_not_consider	Bei uns erhältst du Einblicke in die Prozesse eines Beratungshauses, in das Projektgeschäft und die Weiterentwicklung eines innovativen Produktes mit neuesten Technologien
_label_paragraph_separator	EgeTrans Internationale Spedition GmbH
_label_potential_skill_phrase	Du unterstützt die digitale Transformation von Geschäftsprozessen
_label_potential_skill_phrase	Definition von Applikationsstrukturen für den Cloud-Betrieb via Azure
_label_do_not_consider	HIER GLEICH BEWERBEN
_label_potential_skill_phrase	Hochschulabschluss in Informatik oder vergleichbare Qualifikation
_label_potential_skill_phrase	Entwicklung digitaler Tools für Journalisten (m/w/d) in einem Scrum-Team und aktive Begleitung der digitalen Transformation der dpa
_label_do_not_consider	Anwendungsbetreuer (m/w/d) – OCR, Bildverarbeitung, Texterkennung
_label_potential_skill_phrase	Agile Arbeitsmethoden im medizintechnischen Umfeld
_label_do_not_consider	100% Remote Work Option: ortsungebunden und flexibel
_label_potential_skill_phrase	Kenntnisse zu ITIL und zur ISO 20000 sind von Vorteil, aber kein Muss.
_label_paragraph_separator	Digital Operation Specialist (m/w/d)
_label_do_not_consider	Sie möchten aus Ihrem Job einen besonderen Job machen? Mit Vertrauensarbeitszeit, 30 Tagen Urlaub und vielen weiteren attraktiven Zusatzleistungen? Dann freuen wir uns auf Ihre Bewerbung mit Angaben zur Gehaltsvorstellung und zum frühest­möglichen Eintrittstermin.
_label_do_not_consider	Krisensicherer Arbeitsplatz bei Deutschlands größtem Hersteller tiefgekühlter Backware
_label_job_title	Devops Engineer (m/w/d)
_label_potential_skill_phrase	Darüber hinaus wirkst Du an übergreifenden strategischen Themen, z.B. der Weiterentwicklung und Einführung interner Standards, mit
_label_potential_skill_phrase	Teamorientierter, kooperativer Führungsstil und Förderung der bereichsübergreifenden Zusammenarbeit gepaart mit ausgeprägter Serviceorientierung; Fähigkeit zu Vermittlung von Themen der digitalen Transformation
_label_potential_skill_phrase	Unterstützung der CRM-Nutzer durch Beratung, fachlichen und technischen Anwender-Support sowie die Durchführung von Schulungen
_label_do_not_consider	Berlin, Frankfurt, Hamburg, Köln, Leipzig, München, Stuttgart, Düsseldorf, Dortmund, Essen, Hannover
_label_potential_skill_phrase	Erstellung von konstruktionsrelevanten Berechnungen
_label_do_not_consider	Mobile App Developer (m/f)
_label_potential_skill_phrase	Entstörung von Windows & Client-Entstörung
_label_potential_skill_phrase	Implementierung der Lösung in einem interdisziplinären Team bestehend aus Entwicklern, UX/UI Designern, Business Analysten und Testern
_label_do_not_consider	Einsatzort:Berlin
_label_do_not_consider	Verschiedene Sozialleistungen wie Zuschüsse zu öffentlichem Nahverkehr, Fahrrad, Kinderbetreuung und Altersvorsorge
_label_do_not_consider	Lust auf einen Karrierestart mit persönlicher Betreuung sowie dem besten Mix aus Theorie und Praxis? Im Dualen Studium der Aareal Bank werden Sie vom ersten Tag an von erfahrenen Ausbildern begleitet, regelmäßige Feedbackgespräche inklusive. Neben einem festen Ausbildungsgehalt und der Übernahme der Studiengebühren durch uns erwarten Sie attraktive Benefits wie beispielsweise ein Zuschuss zum ÖPNV. Im Rahmen von in- und externen Events können Sie sich mit den anderen Studierenden austauschen – für die Stärkung zwischendurch sorgt das leckere Essen in unserer Kantine. Nach Ihrem erfolgreichen Abschluss haben Sie sehr gute Chancen auf eine Übernahme: Wir suchen aufgeschlossene, motivierte Teamplayer (w/m/d), die sich flexibel und proaktiv auf neue Herausforderungen stürzen. Sind Sie bereit?
_label_potential_skill_phrase	Eine erfolgsorientierte, selbstständige und strukturierte Arbeitsweise sowie Teamfähigkeit und Organisationsgeschick runden Dein Profil ab
_label_do_not_consider	Parkplätze und eine sehr gute Verkehrsanbindung
_label_potential_skill_phrase	Durchführung von Wartungsarbeiten und Softwareupdates
_label_potential_skill_phrase	You are fluent in German and English in word and writing
_label_potential_skill_phrase	Erfahrung in der Anwendung von modernen Softwaremethodiken (Agile, SCRUM, TDD etc.)
_label_do_not_consider	Faire und leistungsbezogene Vergütungsstruktur
_label_potential_skill_phrase	Mehrjährige einschlägige Berufserfahrung in einer vergleichbaren Position
_label_job_title	Data Engineer Digital Production and Infrastructure m|w|d
_label_do_not_consider	IT-Administrator (m/w/d)Anzeigennummer S10821
_label_potential_skill_phrase	Sehr gute Kenntnisse in den gängigen Office-Programmen
_label_potential_skill_phrase	Du kannst Dich problemlos über Microsoft Azure, Terraform, Helm, SQL/NoSQL Datenbanken (PostgreSQL, MongoDb, CosmosDb), Messaging (rabbitMQ, Azure Event Hubs), Atlassian Toolchain (JIRA, Confluence, Stash) und natürlich Git mit uns unterhalten.
_label_potential_skill_phrase	Kenntnisse über Suchmaschinentechnologie (z. B. Lucene, SOLR)
_label_do_not_consider	FIEGE Logistik mit Sitz in Greven sucht Siezum nächstmöglichen Zeitpunktfür dieGroup ITam StandortHamburg oder nach Vereinbarungals IT-Projektmanager (w/m/d) Warehouse-Management-System.
_label_do_not_consider	Individuelle Entwicklungswege
_label_potential_skill_phrase	Erste Erfahrungen bringen Sie idealerweise aus dem Bereich Firewall oder Proxy Infrastrukturen mit und sind für Sie auch von Interesse.
_label_do_not_consider	Berlin, Dresden, Düsseldorf, Frankfurt am Main, Hamburg, München
_label_job_title	Softwareentwickler für Realtime-Anwendungen m/w/d für den Bereich Kapitalmärkte Handel
_label_potential_skill_phrase	Ausgewiesene Erfahrung als Cloud Data Architect oder Data Engineer
_label_do_not_consider	ein sehr gutes Arbeitsklima mit flachen Hierarchien, ein überdurchschnittliches Entgelt und weitere Leistungen
_label_potential_skill_phrase	You have a master's degree in information technology or a comparable discipline
_label_potential_skill_phrase	Eine analytische Denkweise sowie gute Kommunikations- und Teamfähigkeit
_label_potential_skill_phrase	Du besitzt fundierte Kenntnisse in der Entwicklung moderner Enterprise Web-Applications auf Backend- (idealerweise Java) und/oder Frontend-Seite (z. B. Angular)
_label_potential_skill_phrase	Du hast gute Kenntnisse in Python, idealerweise auch in C++ und/oder Node.jsl.
_label_potential_skill_phrase	Unterstützung des DevOps-Teams bei der Migration von Services in die AWS-Cloud
_label_do_not_consider	Wir fördern kurze Entscheidungswege - Unsere Mitarbeiter leben Hands-on-Mentalität! Du bist Herr über deine Projekte und hast dennoch erfahrene Sparringspartner in deinem Team
_label_do_not_consider	Eine spannende Herausforderung in einem motivierten Team
_label_potential_skill_phrase	Sie bringen fundierte Fachkenntnisse der IT-Sicherheit und des IT-Geheimschutzes im Datenschutz mit, auch in der Anwendung der IT-Sicherheitsstandards (200-1 bis 200-4) des Bundesamts für Sicherheit in der Informationstechnologie (BSI) sowie der weiterführenden technischen Richtlinien.
_label_potential_skill_phrase	Es macht dir Spaß mit Juniors zusammenzuarbeiten und ihnen Wissen zu vermitteln
_label_do_not_consider	Sehr gute Verkehrsanbindung mit den öffentlichen Verkehrsmitteln
_label_potential_skill_phrase	du konkretisierst Innovationsideen, so dass sie umgesetzt werden können (z. B. Epics, User Stories)
_label_potential_skill_phrase	Sie haben eine fundierte Ausbildung im IT-Umfeld, z. B. zum Fachinformatiker (m/w/d), sowie einschlägige Berufspraxis im IT-Support und Erfahrung mit einem Ticketsystem.
_label_do_not_consider	Arbeiten bei einem der besten Arbeitgeber in der ITK Branche
_label_potential_skill_phrase	Erfahrungen in agilen Vorgehensmodellen, z. B. SCRUM von Vorteil
_label_do_not_consider	Agile Vorgehensmodelle und dynamisches Projektumfeld
_label_potential_skill_phrase	fundierte Kenntnisse über Prozesse und Systeme im Asset Management (Front-to-Back)
_label_job_title	Netzwerkadministrator / Fachinformatiker Systemintegration / Systemadministrator (m/w/divers)
_label_do_not_consider	Interessante IT-Projekte mit innovativen Technologien im Rahmen langjähriger, hochwertiger Kundenbeziehungen
_label_potential_skill_phrase	Das fallbezogene Einsetzen von Best-Practices zur Umsetzung der Projekte
_label_potential_skill_phrase	Einstieg in die IT-Beratung über verschiedene operative Rollen im Projektgeschäft, z.B. im Anforderungs- oder Testmanagement
_label_potential_skill_phrase	Im Umgang mit Diagnose Tools sind Sie vertraut
_label_job_title	Informatiker (w/m/d) als Technischer Kundenbetreuer für dezentrale Standorte
_label_potential_skill_phrase	Du hast Kenntnisse im Bereich von Enterprise AV-Lösungen (SCEP, McAfee und Trendmicro)?
_label_potential_skill_phrase	Zudem überwachen Sie Terminpläne, Risiken und Aufgaben, sowie die Verfolgung der daraus resultierenden Maßnahmen
_label_potential_skill_phrase	Sie sind zentral Projektverantwortlich: Sie definieren und konsolidieren alle fachlichen Anforderungen und integrieren diese in die Gesamtstrategie, die Sie regelmäßig mit dem Management abgleichen. Darüber hinaus gestalten Sie die Roadmap und treiben diese voran.
_label_paragraph_separator	Die BOGE Rubber & Plastics Group ist ein weltweit führendes Unternehmen im Bereich der Gum­mi-Metall- und Kunststofftechnik. Wir entwickeln und fertigen für die Automobilindustrie Pro­dukte zur Schwingungsdämpfung, Lagerung von Fahrwerk und Antriebsstrang sowie Leicht­bau­module aus Kunststoff. Mit unserem Pioniergeist, unserer Technologie- und Ma­te­rial­kom­pe­tenz sind wir seit 1931 ein zuverlässiger Partner für unsere Kunden. An unseren weltweit 11 Stand­orten in Brasilien, China, Deutschland, Frankreich, Mexiko, Slowakei und den USA er­wirt­schaften rund 4.000 Beschäf­tigte einen konsolidierten Jahresumsatz von ca. 800 Mio. Euro.
_label_potential_skill_phrase	Lernbereitschaft, Ehrgeiz, Optimismus und Tatkraft
